De Pere Post Office,,,,,,44.4488805,-88.0592695
Rice Lake Post Office,,,,,,45.5032905,-91.7326693
Sturgeon Bay Post Office,,,,,,44.8352749,-87.3759309
Merrill Post Office,,,,,,45.1810779,-89.6940149
Lake Mills Post Office,,,,,,43.0819443,-88.9109408
Jefferson Post Office,,,,,,43.0045888,-88.8056034
Platteville Post Office,,,,,,42.7334879,-90.4795751
Watertown Post Office,,,,,,43.1947213,-88.7231584
De Forest Post Office,,,,,,43.2472135,-89.3440055
West Bend Post Office,,,,,,43.4244442,-88.1839833
Chippewa Falls Post Office,,,,,,44.9377388,-91.3934904
Oregon Post Office,,,,,,42.9266557,-89.382062
Randolph Post Office,,,,,,43.5383193,-89.0073333
Pardeeville Post Office,,,,,,43.5270237,-89.3053528
La Crosse Post Office,,,,,,43.8132997,-91.2495813
Siren Post Office,,,,,,45.7871707,-92.3832508
Grantsburg Post Office,,,,,,45.7796751,-92.6821484
Omro Post Office,,,,,,44.0394263,-88.7439994
Downtown Oshkosh Post Office,,,,,,44.0156647,-88.5362209
Berlin Post Office,,,,,,43.9674809,-88.9476145
West Salem Post Office,,,,,,43.8974656,-91.0809687
Hamburg Post Office,,,,,,45.0680226,-89.9254086
Rothschild Post Office,,,,,,44.8896906,-89.6217885
Black River Falls Post Office,,,,,,44.2939935,-90.8487548
United States Post Office,,,,,,45.636345,-89.4145754
Oconto Falls Post Office,,,,,,44.8741583,-88.1423242
Brokaw Post Office,,,,,,45.0277585,-89.6533489
Kiel Post Office,,,,,,43.9127086,-88.0320027
Waupun Post Office,,,,,,43.6344329,-88.7295519
Two Rivers Post Office,,,,,,44.1498872,-87.5692544
Peshtigo Post Office,201,West Front Street,Peshtigo,WI,54157,45.0525428,-87.749404
Augusta Post Office,,,,,,44.679683,-91.1212645
Tomah Post Office,,Superior Avenue,Tomah,WI,54660,43.9990401,-90.5059983
Sparta Post Office,,,,,,43.9441986,-90.811955
Prairie du Chien Post Office,,,,,,43.051095,-91.1459627
Marshfield Post Office,,,,,,44.6663524,-90.176521
Nekoosa Post Office,,,,,,44.3149644,-89.9045714
Sauk City Post Office,,,,,,43.2716768,-89.7217422
Prairie du Sac Post Office,,,,,,43.2905442,-89.7229005
Butler Post Office,,,,,,43.1050105,-88.0670338
West Side Station Kenosha Post Office,,63rd Street,Kenosha,WI,53143,42.5775182,-87.838423
Kimberly Post Office,,East Kimberly Avenue,Kimberly,WI,,44.2722093,-88.3302393
Juneau Post Office,,,,,,43.4066615,-88.7009369
Waupaca Post Office,,,,,,44.3557747,-89.0852728
Clintonville Post Office,,,,,,44.6230349,-88.7598228
Oconomowoc Post Office,,,,,,43.1105622,-88.4996067
Combined Locks Post Office,,,,,,44.2658205,-88.3137174
Whitewater Post Office,,,,,,42.8332879,-88.7330479
Elkhorn Post Office,,,,,,42.6721181,-88.5420014
Delavan Post Office,,,,,,42.633348,-88.6439916
Teutonia Station Milwaukee Post Office,,,,,,43.0671647,-87.9288459
Western Station Milwaukee Post Office,,,,,,43.0677901,-87.9825871
Gotham Post Office,,,,,,43.2235376,-90.2932011
Ladysmith Post Office,,,,,,45.4640268,-91.1028482
Hilltop Station Milwaukee Post Office,1301,North 12th Street,Milwaukee,WI,,43.0473331,-87.9275236
Bay View Saint Francis Station Milwaukee Post Office,1603,East Oklahoma Avenue,Milwaukee,WI,53207,42.9873532,-87.8887065
Doctor Martin Luther King Junior Station Milwaukee Post Office,,,,,,43.0669425,-87.9136196
Greenfield Branch Milwaukee Post Office,,,,,,42.9652778,-88.005
Hampton Station Milwaukee Post Office,,,,,,43.1027778,-87.9930556
North Milwaukee Station Milwaukee Post Office,,,,,,43.1261111,-87.9522222
Edgewater Post Office,,,,,,45.7424556,-91.476552
Mikana Post Office,,,,,,45.591142,-91.6008786
Haugen Post Office,,,,,,45.6082872,-91.7760041
Brill Post Office,,,,,,45.6044,-91.6729456
Cameron Post Office,,,,,,45.4085695,-91.745448
Barron Post Office,,,,,,45.3999582,-91.8515627
Pewaukee Post Office,,,,,,43.0838889,-88.2527778
Nashotah Post Office,,,,,,43.0975,-88.4033333
Lannon Post Office,,,,,,43.1484229,-88.1643708
Elm Grove Main Post Office,13435,Watertown Plank Road,Elm Grove,WI,53122,43.0419816,-88.0789138
Sussex Post Office,,,,,,43.1316667,-88.2158333
Sequoia Station Milwaukee Post Office,6825,West Brown Deer Road,Milwaukee,WI,53223,43.1769875,-87.9955985
Dousman Post Office,,,,,,43.0175,-88.4730556
Robert M La Follette Senior Post Office Building,,,,,,43.0732668,-89.38159
Buyck Post Office,,,,,,48.142408,-92.5204377
Florenton Post Office,,,,,,47.6541312,-92.4223813
Crosslake Post Office,,,,,,46.6731867,-94.1080514
Fifty Lakes Post Office,,,,,,46.7382939,-94.0510885
Britt Post Office,,,,,,47.6407568,-92.5251787
Jackson Post Office,,,,,,43.6198265,-94.9879506
Wilder Post Office,,,,,,43.8266246,-95.1974943
Lakefield Post Office,,,,,,43.6791259,-95.172217
Okabena Post Office,,,,,,43.739404,-95.3158321
Heron Lake Post Office,,,,,,43.794126,-95.3191651
Wilmont Post Office,,,,,,43.7649649,-95.8277927
Worthington Post Office,,,,,,43.6228813,-95.6001307
Round Lake Post Office,,,,,,43.5405195,-95.4683381
Rushmore Post Office,,,,,,43.6187644,-95.8013894
Lismore Post Office,,,,,,43.7494104,-95.9475185
Ellsworth Post Office,,,,,,43.518023,-96.0178004
Leota Post Office,,,,,,43.8338516,-96.0137231
Bigelow Post Office,,,,,,43.5052446,-95.6900573
Adrian Post Office,,,,,,43.6347396,-95.9333896
Dundee Post Office,,,,,,43.8469059,-95.4669479
Brewster Post Office,,,,,,43.6977397,-95.4686153
Kanaranzi Post Office,,,,,,43.5755363,-96.0944552
Kenneth Post Office,,,,,,43.7535396,-96.0724568
Hills Post Office,,,,,,43.5280135,-96.358769
Beaver Creek Post Office,,,,,,43.6139908,-96.3644485
Winnebago Post Office,,,,,,43.7674552,-94.1663504
Kiester Post Office,,,,,,43.5360651,-93.7124441
Bricelyn Post Office,,,,,,43.5624543,-93.8116153
Elmore Post Office,,,,,,43.5044632,-94.0854681
Blue Earth Post Office,,,,,,43.6395042,-94.102237
Huntley Post Office,,,,,,43.7316215,-94.2374644
Welcome Post Office,,,,,,43.6671321,-94.6193629
Ceylon Post Office,,,,,,43.5332894,-94.6322017
Myrtle Post Office,,,,,,43.5644039,-93.1635346
Trimont Post Office,,,,,,43.7621774,-94.7144225
Sherburn Post Office,,,,,,43.6539075,-94.7277831
Granada Post Office,,,,,,43.6950203,-94.3477544
Dunnell Post Office,,,,,,43.5594009,-94.7752616
London Post Office,,,,,,43.5260729,-93.0626967
Hayward Post Office,,,,,,43.6494821,-93.2444905
Hollandale Post Office,,,,,,43.7603867,-93.2057536
Geneva Post Office,,,Geneva,MN,56035,43.8221283,-93.2674992
Twin Lakes Post Office,,,,,,43.5605114,-93.4224329
Albert Lea Post Office,,,,,,43.6491238,-93.3668766
Manchester Post Office,,,,,,43.7255127,-93.4518807
Chandler Post Office,,,,,,43.929688,-95.9483523
Currie Post Office,,,,,,44.0710732,-95.6655659
Clarks Grove Post Office,,,,,,43.7639986,-93.3299435
Alden Post Office,,,,,,43.6705691,-93.5756762
Emmons Post Office,,,,,,43.5016213,-93.4882675
Conger Post Office,,,,,,43.6149554,-93.5282708
Glenville Post Office,,,,,,43.5735549,-93.2810736
Fulda Post Office,,,,,,43.869963,-95.5988967
Lake Wilson Post Office,,,,,,43.9966325,-95.9525192
Jasper Post Office,,,,,,43.8500148,-96.399681
Avoca Post Office,,,,,,43.9488524,-95.6455648
Dovray Post Office,,,,,,44.0527279,-95.5500107
Iona Post Office,,,,,,43.9166311,-95.7808471
Hadley Post Office,,,,,,44.0010818,-95.8539506
Woodstock Post Office,,,,,,44.0096898,-96.1008584
Ruthton Post Office,,,,,,44.176911,-96.1014179
Edgerton Post Office,,,,,,43.8741177,-96.1288764
Holland Post Office,,,,,,44.0913573,-96.1891975
Racine Post Office,,,,,,43.7760738,-92.4829507
Le Roy Post Office,,,,,,43.5105209,-92.5037864
Grand Meadow Post Office,,,,,,43.703852,-92.5729541
Lansing Post Office,,,,,,43.7452402,-92.9701918
Dexter Post Office,,,,,,43.7187946,-92.7042329
Elkton Post Office,,,,,,43.6627418,-92.7085153
Waltham Post Office,223,Main Street South,Waltham,MN,55982,43.821635,-92.8770211
Sargeant Post Office,,Main Street,Sargeant,MN,55973,43.8053143,-92.8022602
Taopi Post Office,,,,,,43.5582252,-92.6431322
La Crescent Post Office,,,,,,43.8294273,-91.3030327
Hokah Post Office,,,,,,43.7596529,-91.3454644
Caledonia Post Office,,,,,,43.6337768,-91.4966056
Brownsdale Post Office,,,,,,43.7402404,-92.8693543
Brownsville Post Office,,,,,,43.6941356,-91.2798571
Eitzen Post Office,,,,,,43.5083049,-91.4643061
Spring Grove Post Office,,,,,,43.5600854,-91.6358232
Prosper Post Office,,,,,,43.507745,-91.8695993
Preston Post Office,,,,,,43.6716889,-92.0803633
Granger Post Office,,,,,,43.5020204,-92.1390728
Lewisville Post Office,,,,,,43.9235691,-94.4366325
Odin Post Office,,,,,,43.8663451,-94.7427574
La Salle Post Office,,,,,,44.0716258,-94.5694159
Fountain Post Office,,,,,,43.7399639,-92.1362717
Ostrander Post Office,,,,,,43.6135754,-92.4279497
Madelia Post Office,,,,,,44.0516539,-94.4171842
Saint James Post Office,,,,,,43.9824577,-94.6291404
Lanesboro Post Office,,,,,,43.7221863,-91.9762668
Mabel Post Office,,,,,,43.5205234,-91.7695949
Harmony Post Office,,,,,,43.5549656,-92.0096043
Canton Post Office,,,,,,43.5321886,-91.9290459
Spring Valley Post Office,,,,,,43.6893693,-92.3905591
Wykoff Post Office,,,,,,43.7077419,-92.2684987
Peterson Post Office,,,,,,43.7863061,-91.8347703
Rushford Post Office,,,,,,43.8061253,-91.7537916
Jeffers Post Office,,,,,,44.0555127,-95.1961046
Bingham Post Office,,,,,,43.9066239,-95.0463791
Windom Post Office,445,9th Street,Windom,MN,56101,43.8650476,-95.1187236
Westbrook Post Office,,,,,,44.0422757,-95.4354665
Storden Post Office,,,,,,44.0388471,-95.3194416
Delft Post Office,,,,,,43.9863549,-95.0888832
Janesville Post Office,,,,,,44.1155224,-93.707171
New Richland Post Office,,,,,,43.8949604,-93.4935509
Waseco Post Office,,,,,,44.07815,-93.5056122
Garden City Post Office,,,,,,44.0477414,-94.1644026
Eagle Lake Post Office,,,,,,44.1633002,-93.8805086
Good Thunder Post Office,,,,,,44.0046864,-94.0574549
Mankato Post Office,,,,,,44.1666644,-94.0004289
Saint Clair Post Office,,,,,,44.0813558,-93.855785
Ellendale Post Office,,,,,,43.8731978,-93.3007447
Blooming Prairie Post Office,,,,,,43.8645416,-93.0499331
Hope Post Office,,,,,,43.9616285,-93.2765995
Bixby Post Office,,,,,,43.9444073,-93.0971464
West Concord Post Office,,,,,,44.1516309,-92.8990876
Kasson Post Office,,,,,,44.0284163,-92.7472101
Dodge Center Post Office,37,West Main Street,,,55927,44.0278546,-92.8558185
Hayfield Post Office,11,West Main Street,,,55940,43.8903388,-92.8481682
Mantorville Post Office,,,,,,44.0665306,-92.7563414
Claremont Post Office,218,West Front Street,,,55924,44.0445663,-92.9988188
Verdi Post Office,,,,,,44.2085795,-96.3522619
Lake Benton Post Office,126,East Benton Street,Lake Benton,MN,56149,44.2607693,-96.2860167
Tyler Post Office,,,,,,44.2796884,-96.1350328
Ivanhoe Post Office,,,,,,44.4630205,-96.2486519
Minnesota City Post Office,,,,,,44.0938039,-91.7507366
Rollingstone Post Office,,,,,,44.0977652,-91.8169968
Lewiston Post Office,,,,,,43.9844072,-91.8590424
Utica Post Office,,,,,,43.9755184,-91.9548787
Altura Post Office,,,,,,44.0707966,-91.9393245
Pickwick Post Office,,,,,,43.9816301,-91.4845878
Saint Charles Post Office,,,,,,43.9669284,-92.0645389
Kasota Post Office,,,,,,44.2925019,-93.9646391
Kilkenny Post Office,,,,,,44.3133333,-93.5738889
Leavenworth Post Office,,,,,,44.2225,-94.8016667
Comfrey Post Office,,,,,,44.1136111,-94.9077778
Hanska Post Office,,,,,,44.1485986,-94.4945215
Springfield Post Office,,,,,,44.2390779,-94.9772532
Searles Post Office,,,,,,44.2286111,-94.4344444
Montgomery Post Office,,,,,,44.4363889,-93.5797222
Le Center Post Office,,,,,,44.39,-93.7305556
Waterville Post Office,125,3rd Street North,Waterville,,56096,44.2197499,-93.5665441
Ottawa Post Office,,,,,,44.3822222,-93.9455556
Dover Post Office,,,,,,43.9748072,-92.1372604
Byron Post Office,,,,,,44.0313327,-92.6450878
Taunton Post Office,,,,,,44.5936111,-96.0655556
Minneota Post Office,,,,,,44.5611111,-95.9888889
Russell Post Office,,,,,,44.3194444,-95.9511111
Florence Post Office,,,,,,44.2372222,-96.0516667
Klossner Post Office,,,,,,44.3659194,-94.4256945
Evan Post Office,,,,,,44.3539798,-94.8413551
Essig Post Office,,,,,,44.3245142,-94.6045009
Nicollet Post Office,714,4th Street,Nicollet,MN,56074,44.2752276,-94.1871051
Lafayette Post Office,,,,,,44.4461111,-94.3902778
Courtland Post Office,,,,,,44.2683333,-94.34
Saint Peter Post Office,,,,,,44.3246593,-93.9589759
Reads Landing Post Office,,,,,,44.4022387,-92.0785617
Lamberton Post Office,,,,,,44.2308333,-95.2630556
Morgan Post Office,,,,,,44.4167586,-94.9267188
Clements Post Office,,,,,,44.3797222,-95.0530556
Belview Post Office,,,,,,44.6052778,-95.3291667
Wanda Post Office,,,,,,44.3163889,-95.2113889
Delhi Post Office,,,,,,44.5991667,-95.2108333
Revere Post Office,,,,,,44.2238889,-95.3641667
Sanborn Post Office,,,,,,44.21,-95.1277778
Vesta Post Office,,,,,,44.5076308,-95.4162369
Lynd Post Office,,,,,,44.3855556,-95.8922222
Tracy Post Office,,,,,,44.2321877,-95.6198479
Seaforth Post Office,,,,,,44.4772222,-95.3261111
Balaton Post Office,,,,,,44.2338727,-95.8719322
Cottonwood Post Office,,,,,,44.6091667,-95.6747222
Kellogg Post Office,,,,,,44.3072222,-91.9958333
Theilman Post Office,,,,,,44.2891667,-92.1919444
Zumbrota Post Office,,,,,,44.2930556,-92.6694444
Zumbro Falls Post Office,,,,,,44.2833333,-92.4219444
Mazeppa Post Office,,,,,,44.2730556,-92.5447222
Millville Post Office,,,,,,44.2447886,-92.2957384
Elgin Post Office,,,,,,44.1308333,-92.2502778
Lake City Post Office,,,,,,44.4485866,-92.2670457
Brownton Post Office,,,,,,44.7316667,-94.3516667
Lester Prairie Post Office,,,,,,44.8858333,-94.0413889
Stewart Post Office,,,,,,44.7247222,-94.4855556
Silver Lake Post Office,,,,,,44.9027778,-94.1966667
Arlington Post Office,,,,,,44.6069444,-94.0794444
Gibbon Post Office,,,,,,44.5336111,-94.5263889
Gaylord Post Office,,,,,,44.5527778,-94.2194444
Winthrop Post Office,,,,,,44.5411111,-94.3616667
Green Isle Post Office,,,,,,44.6791667,-94.0080556
New Auburn Post Office,,,,,,44.6736111,-94.2294444
Henderson Post Office,,,,,,44.5277778,-93.9069444
Goodhue Post Office,,,,,,44.4010516,-92.6229816
Kenyon Post Office,,,,,,44.2719034,-92.9875964
Roscoe Post Office,,,,,,44.2252778,-92.7713889
Wanamingo Post Office,,Main Street,Wanamingo,MN,55983,44.3038442,-92.7910797
Appleton Post Office,,,,,,45.2016926,-96.0182904
Kerkhoven Post Office,,,,,,45.1908333,-95.3144444
Benson Post Office,,,,,,45.3163889,-95.6005556
Murdock Post Office,,,,,,45.2241667,-95.3925
Hanley Falls Post Office,,,,,,44.6927778,-95.6216667
Echo Post Office,,,,,,44.6169444,-95.4158333
Wood Lake Post Office,,,,,,44.6527778,-95.5380556
Hazel Run Post Office,,,,,,44.7519444,-95.7147222
Saint Leo Post Office,,,,,,44.7172222,-96.0519444
Porter Post Office,,,,,,44.6363889,-96.1652778
Danube Post Office,,,,,,44.7919444,-95.0969444
Granite Falls Post Office,,,,,,44.8116667,-95.5380556
Bird Island Post Office,,,,,,44.7660311,-94.8952533
Fairfax Post Office,,,,,,44.5269278,-94.720987
Franklin Post Office,,,,,,44.5297222,-94.8830556
Buffalo Lake Post Office,,,,,,44.7366667,-94.6166667
Sacred Heart Post Office,213,2nd Avenue,Sacred Heart,MN,56285,44.7875633,-95.3514193
Renville Post Office,,,,,,44.7920157,-95.2124072
Hector Post Office,,,,,,44.7477778,-94.7144444
Morton Post Office,,,,,,44.5508562,-94.9840981
Cosmos Post Office,,,,,,44.9352706,-94.6962942
Montevideo Post Office,,,,,,44.9430815,-95.7232259
Dassel Post Office,,,,,,45.0813895,-94.3085463
Darwin Post Office,,,,,,45.0963889,-94.4105556
Watson Post Office,,,,,,45.0097267,-95.8012069
Hutchinson Post Office,,,,,,44.8891648,-94.3689265
Maynard Post Office,,,,,,44.9072222,-95.4694444
Milan Post Office,,,,,,45.1119444,-95.9111111
Clara City Post Office,,,,,,44.955,-95.3680556
Hanley Falls Post Office,,,,,,44.6927701,-95.6216498
Porter Post Office,,,,,,44.6363889,-96.1652778
Saint Leo Post Office,,,,,,44.7172222,-96.0519444
Hazel Run Post Office,,,,,,44.7519444,-95.7147222
Granite Falls Post Office,,,,,,44.8116667,-95.5380556
Holloway Post Office,,,,,,45.2486111,-95.9077778
Murdock Post Office,,,,,,45.2241667,-95.3925
Kerkhoven Post Office,,,,,,45.1908333,-95.3144444
Louisburg Post Office,,,,,,45.1661111,-96.1708333
Danvers Post Office,,,,,,45.2819444,-95.7516667
Clontarf Post Office,,,,,,45.3763889,-95.6763889
Boyd Post Office,,,,,,44.8486111,-95.9027778
Bellingham Post Office,,,,,,45.1361111,-96.2872222
Watkins Post Office,,,,,,45.3163889,-94.4072222
Eden Valley Post Office,,,,,,45.3258307,-94.547743
Grove City Post Office,,,,,,45.1513473,-94.6815334
Litchfield Post Office,35,East 2nd Street,Litchfield,MN,55355,45.1276756,-94.5269589
Clara City Post Office,,,,,,44.955,-95.3680556
Maynard Post Office,,,,,,44.9072222,-95.4694444
Villard Post Office,,,,,,45.7155556,-95.2688889
Lowry Post Office,,,,,,45.7054191,-95.5184188
Glenwood Post Office,,,,,,45.6548738,-95.3896799
Starbuck Post Office,,,,,,45.605,-95.5305556
Cyrus Post Office,,,,,,45.6147222,-95.7377778
Farwell Post Office,,,,,,45.7513512,-95.6172
Sedan Post Office,,,,,,45.5755556,-95.2477778
Chokio Post Office,,,,,,45.5717204,-96.1730421
Donnelly Post Office,,,,,,45.6906601,-96.0117447
Hancock Post Office,,,,,,45.4982689,-95.7946388
Wheaton Post Office,,,,,,45.8044444,-96.4991667
Ortonville Post Office,,,,,,45.3041667,-96.4444444
Dumont Post Office,,,,,,45.7178774,-96.424731
Tintah Post Office,,,,,,46.0099098,-96.3210901
Browns Valley Post Office,,,,,,45.5954584,-96.833142
Madison Post Office,,,,,,45.0094444,-96.195
Dawson Post Office,,,,,,44.9302778,-96.055
Louisburg Post Office,,,,,,45.1661111,-96.1708333
Nassau Post Office,,,,,,45.0663889,-96.4394444
Marietta Post Office,,,,,,45.0083333,-96.4172222
Watkins Post Office,,,,,,45.3163889,-94.4072222
Eden Valley Post Office,,,,,,45.3258252,-94.547738
Grove City Post Office,,,,,,45.1512546,-94.6814663
New London Post Office,,,,,,45.3011111,-94.9433333
Prinsburg Post Office,,,,,,44.9408202,-95.1919948
Raymond Post Office,,,,,,45.0158333,-95.2383333
Sunburg Post Office,,,,,,45.3477118,-95.2381119
Spicer Post Office,,,,,,45.2283333,-94.9419444
Willmar Post Office,,,,,,45.1186975,-95.0477769
Delano Post Office,,,,,,45.0408249,-93.7891169
Howard Lake Post Office,,,,,,45.0600811,-94.0707056
Saint Martin Post Office,,,,,,45.5019444,-94.6686111
Roscoe Post Office,,,,,,45.4338889,-94.6394444
Brooten Post Office,,,,,,45.5011111,-95.1241667
Belgrade Post Office,,,,,,45.4530556,-95.0041667
Holdingford Post Office,,,,,,45.7305556,-94.4741667
Freeport Post Office,,,,,,45.6627778,-94.6897222
Melrose Post Office,,,,,,45.6753518,-94.8100942
Pennock Post Office,,,,,,45.1491667,-95.1772222
Blomkest Post Office,2,South Main Street,Blomkest,MN,56216,44.9424568,-95.0230588
Atwater Post Office,,,,,,45.1376782,-94.7808216
Hawick Post Office,,,,,,45.3477778,-94.8269444
Lake Lillian Post Office,,,,,,44.9438085,-94.8803866
Kandiyohi Post Office,,,,,,45.1322222,-94.9308333
Monticello Post Office,,,,,,45.3075,-93.7977778
Cokato Post Office,,,,,,45.0760756,-94.188589
Johnson Post Office,,,,,,45.5727592,-96.2949317
Odessa Post Office,,,,,,45.2597222,-96.3286111
Correll Post Office,,,,,,45.2308333,-96.1591667
Graceville Post Office,,,,,,45.5677778,-96.4352778
Beardsley Post Office,,,,,,45.5591667,-96.7116667
Waverly Post Office,,,,,,45.0674338,-93.9682537
Annandale Post Office,,,,,,45.263891,-94.1245504
Silver Creek Post Office,,,,,,45.315,-93.9794444
Montrose Post Office,,,,,,45.0654203,-93.9135493
Rockford Post Office,,,,,,45.0883106,-93.7341935
Clearwater Post Office,,,,,,45.4152429,-94.0537911
Maple Lake Post Office,,,,,,45.2286111,-94.0033333
Wolverton Post Office,,,,,,46.5623584,-96.7336929
Campbell Post Office,,,,,,46.0978353,-96.4041541
Rothsay Post Office,,,,,,46.4734264,-96.2820101
Ashby Post Office,,,,,,46.0930556,-95.8172222
Barrett Post Office,,,,,,45.9112944,-95.8907807
Norcross Post Office,,,,,,45.8697293,-96.1972639
Cushing Post Office,,,,,,46.1391037,-94.5776689
Buckman Post Office,,,,,,45.8975,-94.0941667
Randall Post Office,,,,,,46.0911111,-94.5033333
Flensburg Post Office,,,,,,45.9552778,-94.5347222
Pierz Post Office,,,,,,45.9763889,-94.1027778
Bowlus Post Office,,,,,,45.8194444,-94.4091667
Motley Post Office,,,,,,46.3366667,-94.6452778
Kent Post Office,,,,,,46.4363889,-96.6844444
Foxhome Post Office,,,,,,46.2763313,-96.308167
Upsala Post Office,,,,,,45.8108333,-94.5711111
Little Falls Post Office,,,,,,45.9771432,-94.3658474
New Munich Post Office,,,,,,45.6302778,-94.7533333
Paynesville Post Office,,,,,,45.3818538,-94.7158191
Richmond Post Office,,,,,,45.4541667,-94.5191667
Elrosa Post Office,,,,,,45.5630252,-94.948365
Avon Post Office,,,,,,45.6059736,-94.4491534
Albany Post Office,,,,,,45.6298612,-94.5649632
Cold Spring Post Office,,,,,,45.4563651,-94.4288308
Sauk Centre Post Office,,,,,,45.7355969,-94.9522663
Hoffman Post Office,,,,,,45.8302778,-95.7913889
Herman Post Office,,,,,,45.8081725,-96.142759
Greenwald Post Office,,,,,,45.6016667,-94.8597222
Methodist Church,,,,,,45.5222222,-93.4433333
Shafer Post Office,,,,,,45.3858333,-92.7491667
Rush City Post Office,,,,,,45.6839156,-92.9655629
North Branch Post Office,,,,,,45.5138889,-92.9780556
Stacy Post Office,,,,,,45.3994444,-92.9827778
Ormsby Post Office,,,,,,43.8483333,-94.6975
Harris Post Office,,,,,,45.5847222,-92.9758333
Chisago City Post Office,,,,,,45.3731136,-92.8894636
Center City Post Office,,,,,,45.3938889,-92.8163889
Almelund Post Office,,,,,,45.4911187,-92.7854902
Little Sauk Post Office,,,,,,45.8638889,-94.9180556
Burtrum Post Office,,,,,,45.8675,-94.6847222
Hewitt Post Office,,,,,,46.3088889,-95.0863889
Bertha Post Office,,,,,,46.2666667,-95.0658333
Hillman Post Office,,,,,,46.0041667,-93.8936111
Lastrup Post Office,,,,,,46.0394444,-94.0630556
Eagle Bend Post Office,,,,,,46.1650342,-95.0370624
Clarissa Post Office,,,,,,46.1298875,-94.9504416
United States Post Office Grey Eagle Minnesota,210,State Street East,Grey Eagle,MN,56336,45.8247738,-94.7475666
Staples Post Office,,,,,,46.3563889,-94.795
Askov Post Office,,,,,,46.19,-92.7805556
Bruno Post Office,,,,,,46.2791667,-92.6641667
Osakis Post Office,,,,,,45.8683333,-95.155
Holmes City Post Office,,,,,,45.8336111,-95.5408333
Alexandria Post Office,,,,,,45.8861884,-95.3800876
